text	gloss
i have got water in the bucket and i have got a little bit left over as well in the jug .	PT_PRO1 HAVE WATER BUCKET AND PT_PRO1 HAVE LITTLE-BIT LEFT-OVER JUG ALSO
that is a waste of water .	WATER WASTE
i think there are more things that happened like the missing fridge .	PT_PRO1 THINK HAPPEN MORE THINGS FRIDGE MISSING
look .	LOOK
these containers are good to keep food in .	CONTAINER PT_DEM3PL GOOD KEEP FOOD INSIDE
bye .	BYE
it will be too big and you will not be able to eat it or hold it .	PT_DEM3 WILL BE BIG-TOO AND PT_PRO2 WILL EAT-NOT ABLE OR HOLD-NOT ABLE
does that mean we can eat food off the trees .	TREE FOOD EAT CAN QUESTION
once that is all nice and soft we will put it in this bowl .	SOFT FINISH THEN PUT BOWL PT_DEM3
sally when you were brushing your hair you were looking in the mirror .	NS_SALLY WHEN PT_PRO2 BRUSH PT_POSS2 HAIR PT_PRO2 LOOK MIRROR
the children will know that possum has gone somewhere .	CHILDREN KNOW POSSUM GO SOMEWHERE
i want a bird feeder that i can hang in my tree right here .	WANT BIRD-FEEDER PT_POSS1 HANG TREE PT_LOC HERE
what are you drawing .	PT_PRO2 DRAW WHAT
okay .	YES
i will get it .	PT_PRO1 WILL GET PT_PRO3
possum you are wet through .	NS_POSSUM PT_PRO2 WET THROUGH
something to eat to make you feel cool inside .	SOMETHING EAT MAKE PT_PRO2 FEEL COOL INSIDE
now sally we have got hammers .	NOW NS_SALLY PT_PRO1PL HAVE HAMMER
but you said it was the right tool .	BUT PT_PRO2 SAY RIGHT TOOL
no i have not seen anyone .	NO PT_PRO1 SEE-NOT ANYONE
sally i have got plenty of cardboard boxes .	NS_SALLY PT_PRO1 HAVE PLENTY CARDBOARD BOX
it is so easy for him to get that pan down .	PT_PRO3 EASY GET PAN DOWN
that means when the sun is higher the shadow is smaller .	SUN HIGH SHADOW SMALL
you will have to wait and see possum .	PT_PRO2 MUST WAIT SEE NS_POSSUM
the lever goes down and the next marble starts to roll .	LEVER DOWN MARBLE NEXT ROLL
that is the one i like .	PT_DEM3 ONE PT_PRO1 LIKE
well pauline will be here soon and she is bringing a bowl of dip .	NS_PAULINE COME-SOON BRING BOWL DIP
hello .	HELLO
look .	LOOK
do you want to come and play soccer .	PT_PRO2 WANT COME PLAY SOCCER
yes please .	YES PLEASE
there is one more thing we need though .	ONE MORE THING PT_PRO1PL NEED
no sally that is not part of the story .	NO NS_SALLY NOT STORY PART
yes of course you can .	YES OF-COURSE CAN
they look very strange .	IX-3PL LOOK VERY STRANGE
now get the straw .	GET STRAW
well the neighbour has been very kind and he has arranged for us to go on a sailboat .	WELL NEIGHBOUR HAVE-NOT BEEN VERY KIND ARRANGE PT_PRO1PL GO SAILBOAT
it is hard to decide .	HARD DECIDE
no the old one does not go away it is the same moon .	NO OLD FINISH-NOT SAME MOON
it coats the wool so the sheep do not get dirty .	OIL COAT WOOL SO SHEEP GET-DIRTY NOT
what should i draw though .	PT_PRO1 DRAW WHAT
look .	LOOK
see you next time .	NEXT-TIME SEE PT_PRO2
look .	LOOK
no .	NO
yes i know you get hot water you boil it and then you get the egg and you put it in .	YES PT_PRO1 KNOW PT_PRO2 GET WATER HOT BOIL PT_PRO2 THEN GET EGG PUT-IN
it comes from the trees and all of the plants .	TREE PLANT ALL COME-FROM AIR GIVE
i am sally .	PT_PRO1 NS_SALLY
what happened next .	HAPPEN NEXT WHAT
that should be enough .	PT_DEM3 ENOUGH
it was lovely .	PT_DEM3 LOVELY
sally do you remember what we did today .	NS_SALLY PT_PRO2 REMEMBER TODAY DO WHAT
skip do you want to come .	NS_SKIP PT_PRO2 WANT COME
yeah it did .	YES FINISH
thank you .	THANK-YOU
look .	LOOK
they were very small but now they have grown nice and big .	PT_DEM3 VERY SMALL BUT NOW GROW NICE BIG
hi sally .	HELLO NS_SALLY
bye .	GOODBYE
i could jump like a kangaroo .	JUMP CAN KANGAROO LIKE
there is water in the bucket and that helps me clean the windows .	WATER BUCKET HAVE PT_DEM3 HELP PT_PRO1 CLEAN WINDOW
i thought that was a really good idea .	PT_PRO1 THINK PT_DEM3 REALLY GOOD IDEA
one two three four five six seven eight nine ten .	ONE TWO THREE FOUR FIVE SIX SEVEN EIGHT NINE TEN
black and white .	BLACK AND WHITE
but we need to practice very hard .	BUT PT_PRO1PL NEED PRACTICE VERY HARD
great .	GREAT
hang on possum our time is up .	WAIT POSSUM PT_PRO1PL TIME FINISH
i filled this bucket up using the kitchen tap .	PT_PRO1 FILL BUCKET THIS TAP KITCHEN FROM
now for the yellow yellow .	NOW YELLOW YELLOW
that is like a curly bendy straw .	STRAW CURL BEND LIKE
thanks for watching .	THANK YOU WATCH
my cricket ball i thought i would lost it .	PT_POSS1 CRICKET-BALL PT_PRO1 THINK PT_PRO1 WILL-NOT FIND
can you pass me that lettuce that is just there .	PT_PRO2 PASS PT_PRO1 PT_DEM3 LETTUCE PT_LOC PLEASE
the bike has broken it does not work .	BIKE BREAK WORK-NOT
what lovely thoughts possum .	WHAT LOVELY THOUGHT POSSUM
it looks great should we eat it .	PT_DEM3 LOOK GREAT EAT PT_DEM3
once we finish there we can play out here .	FINISH PT_PRO1 PT_PRO2 PLAY HERE OUT CAN
that is what makes it start .	START MAKE
no possum that would never work .	NO POSSUM NEVER WORK
yes .	YES
why do not you go get a drink of water and i am going to go into the house and wash my hair .	WATER DRINK GET PT_PRO2 HOUSE ENTER HAIR WASH PT_PRO1
it is a lovely shape but it is not really a perfect circle is it .	LOVELY SHAPE BUT NOT PERFECT CIRCLE
no there is a possum that lives in that tree .	NO POSSUM LIVE TREE PT_DEM3
sally that looks very heavy .	NS_SALLY PT_DEM3 LOOK HEAVY VERY
yes the branches .	YES BRANCH
how about while you are trying to solve it we watch some children learning about things that can melt .	WHILE PT_PRO2 TRY SOLVE PT_DEM3 WATCH CHILD LEARN THING MELT
water is very important drink but i do have an idea we can make a lemon drink .	WATER IMPORTANT VERY DRINK BUT PT_PRO1 IDEA LEMON DRINK MAKE CAN
there is plenty to go around .	PLENTY AROUND GO
this is a cow .	PT_DEM3 COW
it is always there .	ALWAYS THERE
i am always busy but for you no .	PT_PRO1 BUSY ALWAYS BUT PT_PRO2 NO
but now it is dry .	NOW DRY
we need two round bits of card .	NEED TWO ROUND CARD BIT
yes you are right possum .	YES PT_PRO2 RIGHT POSSUM
that is right i do remember .	RIGHT REMEMBER
alright what is next .	ALRIGHT WHAT NEXT
i am possum .	PT_PRO1 NS_POSSUM
can you get the instructions out please .	PT_PRO2 GET INSTRUCTION OUT PLEASE
no i have to stay down here on the ground .	NOT PT_PRO1 STAY DOWN HERE GROUND
do you think we could try four .	PT_PRO2 THINK PT_PRO1PL COULD TRY FOUR
can you go and get it .	PT_PRO2 GO GET PT_DEM3
i am reading a book and possums drawing .	PT_PRO1 READ BOOK POSSUM DRAW
i can see it has got wool but what is it .	PT_PRO1 SEE WOOL HAVE BUT WHAT
sally was that doctor your doctor .	NS_SALLY PT_DEM3 DOCTOR PT_POSS2 DOCTOR
so can you get the ruler .	PT_PRO2 GET RULER PLEASE
just leave it down there and let us see what happens .	LEAVE-IT DS(FLAT) DOWN THERE LET PT_PRO1PL SEE WHAT HAPPEN
yes that is right .	YES PT_DEM3 RIGHT
it is a stretchy headband .	PT_DEM3 STRETCH HEADBAND
i am gonna have a nap .	PT_PRO1 WILL NAP
because you must think about colours sizes and patterns .	BECAUSE PT_PRO2 MUST THINK ABOUT COLOUR SIZE PATTERN
now we have got the glasses ready .	NOW PT_PRO1PL HAVE GLASSES READY
could you go around it .	PT_PRO2 GO AROUND
i am going to pour and all the buttermilk will pour out .	PT_PRO1 POUR BUTTERMILK POUR-OUT
it is ready .	READY
the square .	SQUARE PT_DET
yes finally .	YES FINISH
look it is back .	LOOK PT_DEM3 BACK
where do we start .	WHERE START
this is a pinch bar .	PT_DEM3 PINCH-BAR
look .	LOOK
rather than just keeping talking about it i have set up my telescope so that you can see it .	RATHER KEEP TALK PT_DEM3 PT_PRO1 SETUP TELESCOPE PT_PRO2 CAN SEE PT_DEM3
put it against your nose .	PUT PT_LOC AGAINST PT_POSS2 NOSE
but i think leaves should be green .	BUT PT_PRO1 THINK LEAF SHOULD GREEN
no not yet possum .	NO NOT-YET POSSUM
so i have chopped all of these veggies to go with the dip have a look .	VEGETABLE CHOP FINISH DIP GO-WITH LOOK
a thing called a washer .	WASHER CALL THING
as you can see this is how we need to make our bird feeder .	PT_DEM3 BIRD-FEEDER MAKE HOW MUST
do you think it looks right yet though possum .	LOOK RIGHT YET POSSUM
thanks for watching .	THANK-YOU WATCH
that is great .	GREAT
just hold on .	HOLD-ON
well it is a type of dirt but you can make all sorts of things out of clay .	WELL DIRT TRUE BUT CLAY CAN MAKE MANY-THINGS
that does not matter .	NOT-MATTER
i really enjoyed making this .	PT_PRO1 ENJOY MAKE PT_DEM3
see how good i am on my crutches possum .	SEE GOOD PT_PRO1 CRUTCHES NS_POSSUM
milk is amazing .	MILK AMAZING
feel free to do some more .	FEEL FREE DO MORE
hi sally .	HELLO NS_SALLY
what have you learnt .	WHAT LEARN
we need to plant some of these things in the garden .	PT_PRO1PL NEED PLANT SOME PT_DEM3 GARDEN
yes of course .	YES OF-COURSE
i do love surprise parties .	PT_PRO1 LOVE SURPRISE PARTY
yeah can we .	YES PT_PRO1PL CAN
i can wash it again that is fine .	PT_PRO1 CAN WASH AGAIN FINE
quick come with me .	QUICK COME-WITH-ME PT_PRO2
he was not stuck on the roof after all .	PT_PRO3 NOT STUCK ROOF
what is it .	WHAT
it goes like this watch me .	GO LIKE-THIS WATCH PT_PRO1
i have not seen anyone else .	PT_PRO1 SEE ANYONE-ELSE NOT
come on .	COME
where is my house .	WHERE PT_POSS1 HOUSE
no my body is a bit cold .	NO PT_POSS1 BODY COLD BIT
hello everyone .	HELLO EVERYONE
that is good possum i think that could be enough for that one .	PT_DEM3 GOOD NS_POSSUM PT_PRO1 THINK ENOUGH THAT ONE
great .	GREAT
what lovely colors possum .	COLOUR BEAUTIFUL QUERY
i do not like it .	LIKE-NOT
the wheelbarrow .	WHEELBARROW
look is not that great .	LOOK NOT THAT GREAT
it is a rectangle .	RECTANGLE
they are not .	PT_PRO3PL NOT-THERE
look sally it is orange .	LOOK NS_SALLY ORANGE
yes i was very careful .	YES PT_PRO1 CAREFUL VERY
i will leave you two to make it and i will go inside and make some lunch .	PT_PRO1 LEAVE PT_PRO2PL MAKE PT_PRO1 GO INSIDE LUNCH MAKE
what about clouds .	CLOUD WHAT
right now place it flat on the table .	RIGHT NOW PT_LOC FLAT TABLE ON
i think i might have found the solution to the problem i had earlier .	PT_PRO1 THINK PT_PRO1 MAYBE FIND SOLUTION PROBLEM PT_PRO1 HAVE BEFORE
i know it is a bit silly just for a cup of coffee but it was a lot of fun making it .	PT_PRO1 KNOW SILLY CUP COFFEE BUT FUN MAKE
that was great possum .	THAT GREAT NS_POSSUM
i think it might be lunchtime .	PT_PRO1 THINK MAYBE LUNCH-TIME
this is not my tent i borrowed this from a friend .	TENT PT_POSS1 HAVE-NOT BORROW FRIEND
i know .	PT_PRO1 KNOW
now it is over there .	NOW PT_LOC OVER-THERE
it is muesli mixed with fresh fruit .	MUESLI MIX FRUIT FRESH
yes it is good fun is not it possum .	YES, GOOD FUN, PT_REFL2 NOT-IS, POSSUM
then we mix it all together to make a frothy mixture .	MIX ALL TOGETHER FROTHY MAKE
i am deaf .	PT_PRO1 DEAF
wood floats .	WOOD FLOAT
yes that is true .	YES THAT TRUE
it looks great .	LOOK GREAT
yeah let us watch .	YES PT_PRO1PL WATCH
no not like that possum .	NO NOT LIKE-THAT POSSUM
i do like looking at the moon but i would not want to live there because there is no trees .	NOW PT_PRO1 LIKE LOOK MOON BUT PT_PRO1 WANT-NOT LIVE THERE BECAUSE TREE HAVE-NOT
can we watch some children and see how its made .	CAN PT_PRO1PL WATCH CHILD SOME SEE HOW PT_DEM3 MAKE
hello everyone .	HELLO EVERYONE
thank you possum .	THANK-YOU NS_POSSUM
yes wait there .	YES WAIT PT_LOC
stop .	STOP
great that is great .	GREAT PT_DEM3 GREAT
i am sally .	PT_PRO1 NS_SALLY
there you go bye skip .	PT_DEM3 BYE NS_SKIP
these are scrap pieces of things i have .	PT_DEM3 SCRAP PIECE THING PT_POSS1 HAVE
sally sumi was very kind .	NS_SALLY NS_SUMI KIND VERY
you are very organised skip .	PT_PRO2 ORGANISED VERY SKIP
what you have seen possum is a life cycle .	WHAT PT_PRO2 SEE NS_POSSUM LIFE-CYCLE
that was interesting .	PT_DEM3 INTERESTING
it says is a s a l l y sally .	PT_DEM3 LETTER S A S A L L Y NS_SALLY
now you understand what fractions are .	NOW PT_PRO2 UNDERSTAND FRACTION
yes that is what it means possum .	YES PT_DEM3 MEAN POSSUM
good thanks .	GOOD THANK
i should have eaten it .	PT_PRO1 SHOULD EAT
look .	LOOK
what a wonderful idea .	WONDERFUL IDEA
hello .	HELLO
we can make some yummy food and put up some lovely decorations and we could invite all her friends as a big token of thanks for all the hard work she does .	CAN MAKE FOOD YUMMY PUT-UP DECORATION LOVELY CAN INVITE ALL FRIEND-PL THANKS HARD WORK DO
now what can we put in the yard .	NOW WHAT PUT YARD
we put the plates out put the knives and forks and spoons .	PUT-OUT PLATE PUT-OUT KNIFE FORK SPOON
thirty .	THIRTY
everyone needs a spanner .	EVERYONE NEED SPANNER
well and you know what .	WELL PT_PRO2 KNOW WHAT
did anyone see what happened to it .	WHAT HAPPEN PT_DEM3 SEE ANYONE
do you have a leaf sally .	PT_PRO2 HAVE LEAF NS_SALLY
i cooked some earlier i will bring it over and show you .	COOK EARLIER BRING SHOW
there all done now .	ALL FINISH NOW
that is all part of the learning process and it is ok .	PT_DEM3 ALL PART LEARN PROCESS PT_DEM3 OK
when i see new people i like to go up and make new friends .	PEOPLE NEW SEE PT_PRO1 LIKE GO-UP FRIEND MAKE NEW
yes yes .	YES YES
i saw on the leaf all these little dot on it .	PT_PRO1 SEE LEAF DOT SMALL MANY PT_LOC
sally i know what is inside you .	NS_SALLY PT_PRO1 KNOW INSIDE PT_PRO2
but i would like to keep it for now .	BUT KEEP NOW
he will be so disappointed when we go to take it down .	PT_PRO3 DISAPPOINTED FUTURE PT_PRO1PL TAKE-DOWN
come on let me show you what is it .	COME SHOW PT_PRO2 WHAT
because we do not want any shells in the bowl .	SHELL BOWL NOT-WANT
yes that looked great .	YES PT_DEM3 LOOK GREAT
would you like me to help you write a letter and send it to someone .	WANT-NOT PT_PRO2 HELP PT_PRO1 WRITE LETTER SEND SOMEONE
that was great .	THAT GREAT
ready you are going to miss this one .	READY PT_PRO2 WILL MISS PT_DEM3
we can put carrots in the salad too .	WE PUT CARROTS SALAD ALSO
they are all so good to keep paper and pens in .	PT_PRO3PL ALL GOOD KEEP PAPER PEN INSIDE
keep throwing the planes at the plate and once it lands on the plate i can eat it .	KEEP THROW PLANE PLATE AND ONCE LAND PLATE PT_PRO1 EAT
i know you are very strong possum .	PT_PRO1 KNOW PT_PRO2 STRONG VERY NS_POSSUM
can you imagine if there was no wind what would happen .	IMAGINE NO WIND HAPPEN WHAT
please enjoy this present that was mine when i was a little boy .	PLEASE ENJOY PRESENT BELONG-ME WHEN PT_PRO1 SMALL BOY
i think you have been thinking about going to school have not you possum .	PT_PRO1 THINK PT_PRO2 THINK SCHOOL GO THINK-NOT PT_PRO2 NS_POSSUM
see that is the sharp pointy end and that is the bit that is in your nose .	PT_DEM3 SHARP POINT PT_DEM3 BIT NOSE
he can halve that with his friend .	HALVE PT_POSS3 FRIEND
what we can do is make a smaller version of what you have seen up there .	SMALL-VERSION WHAT PT_PRO2 SEE UP-THERE MAKE
trains have to run on train tracks .	TRAIN RUN NEED TRAIN-TRACK
it says here we found it in a shoe shop .	WRITE PT_DEM3 HERE FIND SHOE SHOP
so we can make some more delicious banana ice cream .	BANANA ICE-CREAM DELICIOUS MAKE AGAIN CAN
well just in case you run out sally .	JUST-IN-CASE PT_PRO2 RUN-OUT NS_SALLY
five .	FIVE
well it was a great idea to stencil the footprint though it is not exactly the same size is it .	GOOD IDEA STENCIL FOOTPRINT BUT SIZE SAME-NOT PT_DEM3
how did that get there .	HOW THAT GET THERE
what about this .	PT_DEM3 WHAT
see you next time .	SEE PT_PRO2 NEXT TIME
thank you very much for this .	THANK-YOU VERY-MUCH PT_DEM3
bye .	BYE
now do the same with the triangle .	NOW SAME TRIANGLE
great .	GREAT
hello .	HELLO
no .	NO
did you get glue on your door possum .	GLUE PT_POSS2 DOOR GET
is it their job to find things that are lost .	JOB POLICE OFFICER FIND THINGS LOST
well what is it .	WELL WHAT
i understand now .	PT_PRO1 UNDERSTAND NOW
can i put all these in the rubbish bin .	PUT PT_DEM3PL RUBBISH-BIN PT_POSSIBLE
ok and i will go get my magnifying glass so i can have a look at them nice and close .	PT_PRO1 GO GET PT_POSS1 MAGNIFYING-GLASS PT_PRO1 CAN LOOK CLOSE NICE
their drawings look beautiful .	PT_POSS3 DRAW LOOK BEAUTIFUL
what are you doing sally .	WHAT DO PT_PRO2 NS_SALLY
great .	GREAT
i was concerned about some muddy puddles as i went upon my walk .	PT_PRO1 WORRY PUDDLE MUD WALK
do you two go on excursions .	PT_PRO2-DUAL EXCURSION GO
would you like a drink .	DRINK WANT PT_PRO2
i know many words .	KNOW WORD MANY
teacher .	TEACHER
as i am trying to think how to get my marble run finished .	PT_PRO1 TRY THINK HOW GET PT_POSS1 MARBLE-RUN FINISH
i have chopped all the food and almost finished it all .	CHOP FINISH FOOD ALL
delicious pizza .	PIZZA DELICIOUS
yes it is possum .	YES POSSUM
can i take a piece of paper and a pen over to skips shed and see if there is something interesting over there that i could draw .	CAN TAKE PAPER PEN SKIP SHED GO SEE SOMETHING INTERESTING THERE CAN DRAW
it was such a lovely day .	LOVELY DAY VERY
that is right possum .	RIGHT POSSUM
he can sign auslan .	PT_PRO3 CAN SIGN AUSLAN
let us watch .	WATCH
thank you possum .	THANK-YOU POSSUM
that looks lovely .	PT_DEM3 LOVELY
so he puts it into the carders to get rid of all the knots and pull the fibres in one direction .	CARDER PUT KNOT GET-RID FIBRE DIRECTION-ONE PULL
they learned so much .	PT_PRO3PL LEARN MUCH
come on .	COME-ON
hello .	HELLO
when is it for .	WHEN
if you could please place that on the card like this .	PT_PRO2 PLEASE PUT CARD LIKE PT_DEM3
great .	GREAT
all those birds are going to love my new bird feeder .	BIRD MANY PT_PRO3PL BIRD-FEEDER PT_POSS1 LOVE
that is right and it is perfectly straight too .	RIGHT AND STRAIGHT PERFECT TOO
well our time is up .	PT_PRO1PL TIME FINISH
yes it was good .	YES GOOD
you can make all these different shapes with your hands .	PT_PRO2 CAN HAND SHAPE DIFFERENT MANY MAKE
i know sally why do not we put this under the bench and we can say the clue is under the bench .	PT_PRO1 KNOW NS_SALLY WHY NOT PUT THIS UNDER BENCH PT_PRO1-PL CAN SAY CLUE UNDER BENCH
you can go out and make a salad if you really want to if you can not be bothered cooking .	PT_PRO2 CAN GO-OUT MAKE SALAD WANT COOK-NOT
yeah let us watch .	YEAH WATCH
great .	GREAT
where should our next clue be .	NEXT CLUE WHERE
now when you finish with the wheelbarrow make sure you put it right back there because that way we know the map is right .	NOW FINISH WHEELBARROW MAKE-SURE PUT RIGHT LOCATION BECAUSE THAT-WAY KNOW MAP RIGHT
okay .	OK
that is orange .	PT_DEM3 ORANGE
you have put a lot of thought into that have not you .	PT_PRO2 THINK-ABOUT MUCH THAT-NOT PT_PRO2
i think there is something wrong with the gutters .	PT_PRO1 THINK WRONG GUTTER
there is butter ok .	PT_DET BUTTER
no all it can do is walk .	NO ALL WALK CAN
why do not we watch some children learning about the weather .	WHY NOT WATCH CHILDREN LEARN WEATHER
they have got their schoolbags on their backs .	PT_PRO3PL HAVE SCHOOLBAG PT_BODY(BACK)
make a pot how .	MAKE POT HOW
me yes i would love to draw your face .	PT_PRO1 YES PT_PRO1 WILL LOVE DRAW PT_POSS2 FACE
look .	LOOK
it is a bigger angle .	PT_DEM3 ANGLE BIG
of course i can chop up some apple .	YES PT_PRO1 CAN APPLE CHOP-UP SOME
