text	gloss
i remember asking children once what they thought they needed to learn to ride a bike and they told me a few things .	PT_PRO1 REMEMBER ASK CHILDREN ONCE WHAT THINK NEED LEARN RIDE BIKE PT_PRO3PL TELL PT_PRO1 FEW THING
first you need to have the desire to really want to ride your bike .	FIRST PT_PRO2 NEED HAVE DESIRE REALLY WANT RIDE PT_POSS2 BIKE
secondly it takes lots and lots and lots of practice .	SECOND TAKE MANY PRACTICE PRACTICE PRACTICE
thirdly you need to be prepared to fall .	THIRD PT_PRO2 NEED PREPARED FALL
will i fall off .	PT_PRO1 FALL-OFF
well you might .	WELL PT_PRO2 MIGHT
it is always hard to learn new things and sometimes you make mistakes .	ALWAYS HARD LEARN NEW THING SOMETIMES PT_PRO2 MAKE MISTAKE
that is all part of the learning process and it is ok .	PT_DEM3 ALL PART LEARN PROCESS PT_DEM3 OK
this is a new thing that you are learning .	PT_DEM3 NEW THING PT_PRO2 LEARN
the mistake could be you falling off your bike .	MISTAKE POSSIBLE PT_PRO2 FALL-OFF PT_POSS2 BIKE
if you feel the bike tilt that means you might fall off .	PT_PRO2 FEEL BIKE TILT MEAN PT_PRO2 MIGHT FALL-OFF
you just need to try to fall gently ok .	PT_PRO2 JUST NEED TRY FALL GENTLE OK
right .	RIGHT
you have improved so much at riding .	PT_PRO2 IMPROVE MUCH RIDE
why do not we go and find a lovely bike path and go for a ride .	WHY NOT PT_PRO1 PT_PRO2 GO FIND LOVELY BIKE PATH GO RIDE
would you like to do that .	PT_PRO2 LIKE DO PT_DEM3
we can be careful and take it slow .	PT_PRO1PL CAN CAREFUL AND TAKE IX SLOW
let us go now .	GO NOW PT_PRO1PL
wait why do not we first go and make a litterfree lunch to take and then we can go .	WAIT WHY PT_PRO1PL GO FIRST AND MAKE LITTER-FREE LUNCH TAKE THEN PT_PRO1PL CAN GO
great idea let us go .	GOOD IDEA GO PT_PRO1PL
are you ready for our bike ride .	PT_PRO2 READY PT_POSS2 BIKE RIDE
let us go .	GO PT_PRO1PL
let us go .	GO PT_PRO1PL
is not that lovely .	LOVELY NOT-IS THAT
i have got a dry throat from all of that riding .	PT_PRO1 HAVE DRY THROAT FROM RIDING RIDING RIDING
look at the clouds moving in the sky .	LOOK CLOUD DSM(5) MOVE SKY
what a lovely day we have had .	LOVELY DAY PT_PRO1PL HAVE
my bike has sat there broken for a very long time .	PT_POSS1 BIKE SIT BROKEN LONG-TIME
now it is fixed and everything works .	NOW FIX FINISH EVERYTHING WORK
i had a great bike ride .	PT_PRO1 HAVE GREAT BIKE RIDE
i really enjoyed this day .	PT_PRO1 ENJOY DAY THIS VERY-MUCH
it was such a lovely day .	LOVELY DAY VERY
before i was ready to give it all up .	BEFORE PT_PRO1 READY GIVE-UP ALL
i got really upset .	PT_PRO1 UPSET VERY
now i know how to ride a bike .	NOW PT_PRO1 KNOW RIDE BIKE
i have learned so much and had such a good day today sally .	PT_PRO1 LEARN MUCH AND HAVE GOOD DAY TODAY NS_SALLY
yes that is right .	YES THAT RIGHT
well our time is up .	TIME FINISH
thanks for watching .	THANKS WATCH
see you next time .	SEE PT_PRO2 NEXT TIME
bye bye .	BYE BYE
great .	GREAT
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello .	HELLO
hello .	HELLO
hi everyone .	HELLO EVERYONE
possum is helping me make some scrambled eggs for lunch .	NS_POSSUM HELP PT_PRO1 MAKE EGG SCRAMBLE LUNCH
i do love scrambled eggs .	PT_PRO1 LOVE EGG SCRAMBLE
would you like me to stir the eggs for you sally .	PT_PRO2 WANT PT_PRO1 STIR EGG PT_PRO2 NS_SALLY
no i am not going to stir the eggs .	NO PT_PRO1 STIR EGG NOT
i am going to use the egg beater .	PT_PRO1 USE EGG BEATER
this .	PT_DEM3
you could use an electric beater for mixing if you like but i love this old egg beater .	PT_PRO2 ABLE USE ELECTRIC BEATER MIX IF WANT BUT PT_PRO1 LOVE PT_DEM3 OLD EGG BEATER
could i have a try .	PT_PRO1 ABLE TRY QUESTION
you sure can possum .	PT_PRO2 SURE ABLE
what has happened you have made a bit of a mess .	WHAT HAPPEN PT_PRO2 MAKE MESS SMALL
well i just wanted to see what it was doing and i made a mess i am sorry sally .	PT_PRO1 WANT SEE WHAT DO PT_PRO1 MAKE MESS PT_PRO1 SORRY NS_SALLY
that is ok .	OKAY
we can clean it up later .	PT_PRO1PL ABLE CLEAN UP LATER
that is ok what were you looking at .	OKAY WHAT PT_PRO2 LOOK-AT QUESTION
well i was looking at this part .	PT_PRO1 LOOK-AT PT_DEM3 PART
it was spinning around .	SPIN AROUND
how these are the parts are spinning in a different direction .	HOW PT_DEM3 PART SPIN DIFFERENT DIRECTION
see .	SEE
it is a very clever thing is not it .	CLEVER THING QUESTION
what you can see are the cogs .	WHAT PT_PRO2 ABLE SEE COG
see that is one cog .	SEE PT_DEM3 ONE COG
there are two cogs at right angles to it .	TWO COG RIGHT-ANGLE PT_DEM3
so the main cogs spins the other two cogs around using the teeth .	MAIN COG SPIN OTHER TWO COG AROUND USE TOOTH
that is why the mixing blades are spinning .	PT_DEM3 WHY MIX BLADE SPIN
you can go backwards and forwards .	PT_PRO2 ABLE GO BACK FORWARD
you can turn them slow or fast .	PT_PRO2 CAN TURN PT_PRO3PL SLOW OR FAST
can i do it again sally .	CAN PT_PRO1 DO PT_PRO3 AGAIN NS_SALLY
is that enough .	THAT ENOUGH
yes it looks nice and frothy .	YES PT_PRO3 LOOK NICE AND FROTHY
i am going to cook the eggs .	PT_PRO1 WILL COOK EGG
now cogs .	NOW COG
i know .	PT_PRO1 KNOW
great .	GREAT
sally look .	NS_SALLY LOOK
what a lovely drawing of the cogs .	WHAT LOVELY DRAW COG
look at that you have drawn how they go together and how they rotate .	LOOK PT_DEM3 PT_PRO2 DRAW HOW PT_PRO3PL GO-TOGETHER AND HOW PT_PRO3PL ROTATE
can i add something to it .	CAN PT_PRO1 ADD SOMETHING PT_DEM3
see i have drawn the arrows to show which way the cogs turn .	SEE PT_PRO1 DRAW ARROW SHOW WHICH-WAY COG TURN
sally after i have had lunch i am going to go outside and see if i can find some cogs .	NS_SALLY AFTER PT_PRO1 FINISH LUNCH PT_PRO1 WILL GO OUTSIDE AND SEE CAN PT_PRO1 FIND COG
what a great idea possum .	WHAT GREAT IDEA POSSUM
let us eat .	LET-US EAT
sit down .	SIT DOWN
nope .	NO
there .	PT_LOC
sally come here .	NS_SALLY COME HERE
what is it right .	WHAT PT_DEM3
so i have been looking around the yard and i thought the wheelbarrow would have a cog .	YARD LOOK-AROUND, WHEELBARROW HAVE COG THINK
but it does not look .	NOT LOOK
no it does not have one .	NO HAVE-NOT
but then i thought of the bike and come have a look .	BIKE THINK, COME LOOK
am i right is this a cog .	PT_PRO1 RIGHT, PT_DEM3 COG
yes you are right possum .	YES PT_PRO2 RIGHT, POSSUM
i never noticed that .	PT_PRO1 NOTICE-NOT NEVER
your feet sit on the pedals and the pedals are attached to the cog .	FOOT PEDAL SIT, PEDAL COG ATTACH
is that like the egg beater .	EGG-BEATER LIKE PT_DEM3
yes it is .	YES
so when you pedal the bike the cog turns around .	PEDAL BIKE, COG TURN AROUND
but this cog has got a chain that loops around it and when the cog turns the chain turns around too .	COG CHAIN LOOP, COG TURN CHAIN TURN AROUND
so if the chain is turning that means there has to be a cog at the back that will turn too .	CHAIN TURN, BACK WHEEL COG TURN
that is right .	RIGHT
the chain makes the cog on the back wheel turn and that is what makes the bike move forward .	CHAIN BACK WHEEL COG TURN, BIKE FORWARD MOVE
but sally there is one missing at the front .	SALLY FRONT MISSING COG
that front wheel should have a cog too should not it .	FRONT WHEEL COG HAVE SHOULD-NOT
well remember the wheelbarrow .	WHEELBARROW REMEMBER
that does not have a cog does it .	WHEELBARROW COG HAVE-NOT
we steer it with our arms and it goes in the direction we want .	PT_PRO1PL ARM DS(FLAT) DIRECTION PT_PRO1PL WANT GO
that is the same as the bike .	PT_DEM3 SAME BIKE
the back wheel pushes the bike forward and the front wheel is just for steering .	WHEEL BACK PUSH BIKE FORWARD WHEEL FRONT STEER ONLY
i love learning new things sally .	PT_PRO1 LOVE LEARN NEW THING NS_SALLY
can i go tell skip .	PT_PRO1 GO TELL NS_SKIP CAN
yes he would love to hear what you have learnt .	YES PT_PRO3 LOVE HEAR PT_PRO2 LEARN FINISH
great .	GREAT
i am going to show him this .	PT_PRO1 FUTURE SHOW PT_PRO3 PT_DEM3
yesshow him .	YES SHOW PT_PRO3
hello come on in .	HELLO COME ENTER
hey skip look what i have got .	HEY NS_SKIP LOOK PT_PRO1 HAVE GET
skip what are you thinking about .	NS_SKIP PT_PRO2 THINK ABOUT WHAT
i was thinking about lunch .	PT_PRO1 THINK ABOUT LUNCH
we have just had lunch .	PT_PRO1PL HAVE LUNCH FINISH JUST
sally cooked me some scrambled eggs .	NS_SALLY COOK PT_PRO1 EGG SCRAMBLE
they were delicious .	PT_PRO3PL DELICIOUS
sorry there has none left for you .	SORRY HAVE-NOT STAY PT_PRO2 FOR
no i was not thinking about eating lunch .	NO PT_PRO1 THINK-NOT ABOUT EAT LUNCH
i was just thinking about when i used to work on the boats .	PT_PRO1 THINK ABOUT TIME PT_PRO1 WORK BOAT BEFORE
it was my job to look out for icebergs and i would have to sit up in the crows nest and i would have to let the captain know where to steer the ship .	PT_PRO1 JOB LOOK-OUT ICEBERG PT_PRO1 SIT CROW-NEST PT_PRO1 TELL CAPTAIN STEER SHIP WHERE
sitting up there was a very hungry job and they used to deliver my lunch to me .	SIT UP-THERE HUNGRY VERY JOB, DELIVER LUNCH PT_PRO1 HAPPEN-REGULARLY
the ships cook organised a pulley system and they were able to hoist the lunch up to me in the crows nest .	SHIP COOK ORGANIZE PULLEY SYSTEM, ABLE HOIST LUNCH UP PT_PRO1 CROW-NEST
they had a bike wheel down one end and with the rope they would be able to hoist my lunch all the way up so that i would be able to eat my lunch in the crows nest .	BIKE WHEEL DOWN ONE-END ROPE, ABLE HOIST LUNCH ALL-WAY-UP PT_PRO1 EAT LUNCH CROW-NEST
i just learned about an egg beater and how it has cogs and how the cogs make the blades spin around .	LEARN EGG-BEATER COG, COG MAKE BLADE SPIN AROUND
you mean this possum .	PT_PRO2 MEAN POSSUM PT_DEM3
you try it .	PT_PRO2 TRY
see .	SEE
the cogs are moving together to make the drill bit move .	COG MOVE TOGETHER MAKE DRILL-BIT MOVE
that allows the drill bit to drill holes in the wood .	ALLOW DRILL-BIT DRILL HOLE WOOD
i just learned as well that on a bike you have pedals attached to a cog .	LEARN BIKE PEDAL ATTACH COG
then there is a chain that wraps around and goes to another cog at the back .	CHAIN WRAP AROUND GO ANOTHER COG BACK
then when you push the pedals the cogs move the back wheel .	PUSH PEDAL COG MOVE BACK WHEEL
thank you .	THANK PT_PRO2
i have been trying to work out how to make this gizmo work .	TRY WORK-OUT MAKE GIZMO WORK
i have got plenty of old bike parts and now you have solved the problem for me .	HAVE PLENTY OLD BIKE PART, PT_PRO2 SOLVE PROBLEM PT_POSS1
now we will be able to assemble the pulley system .	NOW ABLE ASSEMBLE PULLEY SYSTEM
what are we going to use to make it skip .	USE-WHAT MAKE SKIP
right well i have got the rope i have got the pulley i have got the wheel .	HAVE ROPE HAVE PULLEY HAVE WHEEL
all i need is a cog to make it work .	NEED COG MAKE WORK
sally is here she will be able to help us .	NS_SALLY HERE ABLE HELP PT_PRO1PL
alright .	ALRIGHT
great .	GREAT
hello .	HELLO
right .	RIGHT
you have been playing with cogs .	PT_PRO2 PLAY COGS
yes i have been drawing this picture and i could not work out what i needed and then possum spoke about cogs and he has given me a great idea to assemble something .	YES PT_PRO1 DRAW PICTURE FINISH PT_PRO1 WANT UNDERSTAND NOT CAN POSSUM TALK COGS POSSUM GIVE PT_PRO1 IDEA GREAT ASSEMBLE
that is great .	PT_DEM3 GREAT
why do not we watch children learning about all sorts of different cogs .	WHY NOT WATCH CHILDREN LEARN COGS DIFFERENT MANY
i do love seeing children learning new things .	PT_PRO1 LOVE CHILDREN LEARN THING NEW
that was great .	PT_DEM3 GREAT FINISH
i loved watching those children learning .	PT_PRO1 LOVE WATCH CHILDREN LEARN
right now i have got this tape measure .	NOW PT_PRO1 HAVE TAPE-MEASURE
can you please possum from your tree to sallys door can you measure the distance for me .	PT_PRO2 POSSUM TREE PT_LOC FROM SALLY DOOR PT_LOC TO MEASURE DISTANCE PT_PRO1 FOR PLEASE
yeah ok i can do that .	YEAH OK PT_PRO1 CAN DO
now sally while i am doing that you must help skip ok .	NOW SALLY PT_PRO1 DO MEANWHILE PT_PRO2 HELP SKIP MUST
ayeaye possum .	AYEAYE POSSUM
bye .	BYE
alright bye .	ALRIGHT BYE
bye .	BYE
right now sally can you help me .	NOW SALLY PT_PRO2 HELP PT_PRO1 CAN
can you bring this over for me .	CAN PT_PRO2 BRING PT_DEM3 HERE PT_POSS1
he is back .	PT_PRO3 BACK
right .	RIGHT
now possum did you do the measurements .	NOW POSSUM PT_PRO2 DO MEASURE
can you tell them to sally please .	CAN PT_PRO2 TELL PT_PRO3PL NS_SALLY PLEASE
right from my tree to your house sally is six metres .	RIGHT FROM PT_POSS1 TREE TO PT_POSS2 HOUSE NS_SALLY SIX METRE
six metres alright .	SIX METRE RIGHT
well before when we were having that conversation about lunch it gave me an idea about making something special for you .	BEFORE TALK LUNCH GIVE-ME IDEA MAKE SPECIAL PT_POSS2
in case it is a rainy day and you dont want to leave your treehouse and if sally does not want to go out in the rain to bring you some lunch we can use this to deliver it to you .	SUPPOSE RAIN DAY PT_PRO2 WANT-NOT LEAVE TREEHOUSE SALLY WANT-NOT GO-OUT RAIN BRING PT_PRO2 LUNCH CAN USE THIS DELIVER PT_PRO2
do you mean this is for my tree .	PT_PRO2 MEAN THIS PT_POSS1 TREE
how great i am so excited .	HOW GREAT PT_PRO1 EXCITED
hang on possum .	WAIT POSSUM
you can not use it every day ok .	PT_PRO2 CAN USE-NOT EVERY DAY OK
only sometimes .	ONLY SOMETIMES
but it will be good fun .	BUT WILL GOOD FUN
alright .	RIGHT
ready i will show you what happens .	READY PT_PRO1 SHOW PT_PRO2 HAPPEN
we have already made it so this is what we are going to do .	ALREADY MAKE PT_DEM3 WILL DO
we have got a cog here that as i twist the pedal the cog will move the wheel .	HAVE COG HERE TWIST PEDAL COG MOVE WHEEL
now that is attached to the rope and it will pull it all across .	NOW ATTACH ROPE PULL ALL-ACROSS
i see great .	PT_PRO1 SEE GREAT
so you pull it you pull pull .	SO PT_PRO2 PULL PT_DEM3 PT_PRO2 PULL PULL
hey lunch is ready .	HEY LUNCH READY
it is ready .	READY
would you like to do it sally .	PT_PRO2 LIKE DO PT_DEM3 NS_SALLY
are you ready up there possum .	PT_PRO2 READY PT_LOC(UP)
come on come on .	COME-ON COME-ON
thank you down you go off you go .	THANK-YOU PT_PRO2 GO-AWAY
bring it back up .	BRING PT_DEM3 BACK UP
beautiful .	BEAUTIFUL
there you go thank you down you go .	PT_PRO2 GO THANK-YOU PT_PRO2 GO-AWAY
this is great such fun .	PT_DEM3 GREAT ENJOY ENJOY
fantastic .	FANTASTIC
today we learned so much about cogs and how they can be used like this pulley system .	TODAY PT_PRO3PL LEARN MANY ABOUT COG HOW WORK PULLEY SYSTEM
well our time is up .	NOW TIME FINISH
thanks for watching .	THANK WATCH
see you next time .	SEE PT_PRO2 NEXT TIME
bye .	BYE
bye .	BYE
bye bring it up again .	BYE BRING UP AGAIN
ok let us give it a little bit of a tuneup .	OKAY GIVE DS(C) SMALL TUNE-UP
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello .	HELLO
hi possum .	HELLO NS_POSSUM
hi sally .	HELLO NS_SALLY
hi everyone .	HELLO EVERYONE
what .	WHAT
this and that .	PT_DEM3 AND PT_DEM3
you are making pie .	PT_PRO2 MAKE PIE
yes i am .	YES PT_PRO1
i love making pies .	PT_PRO1 LOVE MAKE PIE
i love eating your pie .	PT_PRO1 LOVE EAT PT_POSS2 PIE
i have a surprise for you .	PT_PRO1 HAVE SURPRISE PT_POSS2
but you will find out about that later .	BUT PT_PRO2 FIND-OUT LATER THAT
i am making the pie because skip came and fixed the leaky tap .	PT_PRO1 MAKE PIE BECAUSE NS_SKIP COME FIX TAP LEAK
so i thought i would make it for him to say thank you .	THINK PT_PRO1 MAKE IX GIVE PT_PRO3 THANK-YOU
i also know he is having a visitor over for dinner .	KNOW PT_PRO1 PT_PRO3 HAVE VISITOR DINNER
so they can have it for dessert they can share the pie .	DESSERT PT_PRO3PL HAVE PIE SHARE
great but sally .	GOOD BUT NS_SALLY
there is one two three four people for one pie .	PERSON FOUR ONE PIE
if i eat this much then we can give skip a small bit .	EAT PT_PRO1 MUCH GIVE PT_PRO1PL SKIP SMALL
no i am giving skip the whole pie .	NO GIVE PT_PRO1 SKIP PIE ALL
he and his visitor can share it it is not for us .	PT_PRO3 VISITOR SHARE PIE NOT-FOR PT_PRO1PL
alright then but hang on .	ALRIGHT WAIT
if there is just skip and his visitor and there is only one pie .	SKIP VISITOR ONE PIE
they can cut it in half .	CUT HALF
that is right if you cut something into two equal pieces they are halves .	RIGHT CUT SOMETHING TWO EQUAL PIECE HALF
right so if they cut it into halves that is still quite a big piece .	RIGHT CUT HALF BIG PIECE
i know why do not we cut it in half and then they can cut that half into half .	KNOW WHY NOT CUT HALF THEN CUT HALF HALF
that will be just the right amount .	RIGHT AMOUNT
that is very thoughtful of you to think about skip like that .	THOUGHTFUL PT_PRO2 THINK SKIP
but it is up to him to decide how he cuts the pie .	PT_PRO3 DECIDE CUT PIE HOW
ok but sally .	OK BUT NS_SALLY
if there is a pie and we cut it in half and then we cut one half into half again what is that called .	PIE CUT HALF CUT HALF HALF AGAIN WHAT-CALL
i think you could work this out .	THINK PT_PRO2 WORK-OUT
you are talking about fractions .	PT_PRO2 TALK FRACTION
why do not you get a piece of paper turn the pie dish over and trace around it .	WHY PT_PRO2 GET PAPER TURN PIE-DISH OVER TRACE AROUND
so fractions does that mean if i cut it into equal parts are they fractions .	FRACTION MEAN IF PT_PRO1 CUT EQUAL PART FRACTION
that is right possum .	RIGHT NS_POSSUM
i get it .	PT_PRO1 GET
i will show you some fractions over here .	PT_PRO1 SHOW PT_PRO2 FRACTION HERE
if we have a whole pie we can show that number as one .	WHOLE PIE PT_PRO1PL HAVE SHOW NUMBER ONE
if we cut the pie in half we will have two equal parts .	CUT PIE HALF PT_PRO1PL HAVE TWO EQUAL PART
if you have a circle .	PT_PRO2 HAVE CIRCLE
you cut it in half and then half again you make quarters .	CUT HALF THEN HALF AGAIN MAKE QUARTER
this is so much fun sally .	PT_DEM3 FUN-MUCH NS_SALLY
yes it is .	YES PT_DEM3 CORRECT
now you understand what fractions are .	NOW PT_PRO2 UNDERSTAND FRACTION
they are wonderful things .	PT_PRO3PL WONDERFUL
why do not you draw some more circles and then cut them out .	WHY PT_PRO2 DRAW CIRCLE MORE THEN CUT-OUT
then when you make your fractions you can either colour them in or just cut them out .	MAKE FRACTION PT_PRO2 COLOUR OR CUT-OUT
why do not you go and play with that and i will finish cooking the pie .	WHY PT_PRO2 GO PLAY PT_DEM3 PT_PRO1 FINISH COOK PIE
but sally i will not be playing .	BUT NS_SALLY PT_PRO1 PLAY-NOT
i will be learning .	PT_PRO1 LEARN
but possum sometimes playing is learning .	BUT NS_POSSUM SOMETIMES PLAY LEARN
you are right .	PT_PRO2 RIGHT
learning is a lot of fun .	LEARN FUN PLENTY
hang on i will show you .	WAIT PT_PRO1 SHOW PT_PRO2
is this half sally .	PT_DEM3 HALF NS_SALLY
are they equal sizes possum .	PT_PRO3PL EQUAL SIZE
they are not .	PT_PRO3PL NOT
no they are not .	NO PT_PRO3PL NOT
just fold the paper in half .	FOLD PAPER HALF
then you can find the middle .	THEN PT_PRO2 CAN FIND MIDDLE
then you will get the halves .	THEN PT_PRO2 WILL GET HALVES
